battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1356,1,3.0,1,3,1,60,0.8,104,7,13,1908,1297,1050,15,17,16,0,1,1,1
1923,1,0.5,1,15,0,13,0.7,119,7,3,1301,1954,2990,15,11,4,1,1,1,3
1124,1,1.9,0,2,1,59,0.9,102,3,4,1280,734,874,15,3,10,1,0,0,0
923,1,2.4,1,3,1,23,0.8,120,3,6,371,1103,2057,17,18,9,0,1,0,0
573,0,2.6,1,15,1,52,0.5,187,8,11,1772,1334,3760,11,10,10,1,1,1,3
510,1,1.9,1,12,0,61,1.0,102,7,3,385,1036,843,9,12,8,0,1,1,0
1060,0,2.0,0,11,1,9,0.6,187,8,16,1896,650,838,12,12,17,0,1,1,0
1888,0,2.2,1,17,0,22,0.1,114,8,2,1867,1186,3785,9,3,20,1,1,0,3
1285,0,2.6,1,6,0,38,0.3,140,4,19,1113,1008,3164,5,6,2,0,1,0,3
1840,1,0.8,1,10,0,56,0.7,143,2,14,1702,805,1983,10,2,18,0,1,0,1
652,1,2.8,1,12,1,13,0.2,95,2,7,1960,1058,1772,12,10,18,0,0,1,1
639,0,0.6,0,14,1,13,0.6,102,3,7,1138,1126,3864,12,18,8,0,0,0,2
1750,0,2.6,0,6,1,25,0.4,116,7,14,1504,1824,2965,10,11,11,0,1,1,3
660,0,0.7,0,12,1,14,0.6,87,3,1,1158,1236,3655,15,13,3,1,0,0,3
577,1,1.0,0,8,1,18,0.1,171,3,15,1027,1122,599,9,3,8,1,1,0,0
1106,0,0.5,0,10,1,10,0.9,146,7,11,656,1083,2241,14,10,6,0,1,0,1
1887,1,1.6,0,17,1,54,0.4,182,2,4,1284,1397,2969,9,18,19,1,0,0,3
1534,0,1.3,1,7,1,52,0.2,184,6,18,524,913,389,19,1,4,0,0,0,0
648,0,0.9,1,13,1,11,0.5,122,5,13,380,1811,2172,14,3,8,0,0,0,1
1755,1,1.6,1,18,1,35,0.5,178,8,3,540,1127,464,13,13,11,1,1,0,0
1765,0,1.5,1,15,0,42,0.7,87,4,13,21,1138,3626,11,0,20,0,0,1,3
1701,0,2.4,0,19,0,41,0.6,131,5,8,1831,595,2804,16,3,17,1,0,0,2
1853,0,2.7,0,11,1,63,0.1,160,7,16,503,1824,961,11,17,19,0,0,1,1
859,1,2.1,0,5,0,42,0.9,136,8,10,1568,1206,2207,17,0,7,1,1,0,1
1969,0,0.8,0,19,1,45,0.5,169,6,20,852,704,665,7,8,7,0,0,0,1
981,0,1.2,0,12,1,4,0.2,183,6,19,665,756,3264,17,6,12,0,1,1,2
1703,0,2.8,1,4,1,6,0.8,131,8,0,447,1046,990,19,7,8,1,1,0,0
1369,1,0.7,1,6,1,40,0.7,113,8,8,1609,1669,2529,8,4,2,0,0,1,2
1669,1,1.5,1,5,0,59,0.7,150,6,4,1008,641,550,8,5,17,0,1,1,1
1441,1,2.9,0,16,0,27,0.5,185,3,9,881,680,847,19,14,3,0,0,0,0
1463,0,2.9,1,1,1,42,0.5,199,6,3,1290,1340,3924,11,0,5,1,0,0,3
1424,1,1.5,1,14,1,15,0.6,178,2,11,1573,1248,1700,15,2,19,1,0,1,2
1668,0,2.2,0,11,0,30,0.1,109,5,3,1286,1934,715,7,5,15,1,1,0,1
1608,1,1.6,0,1,1,49,0.4,104,4,13,917,1627,2875,11,15,14,1,1,0,3
701,1,2.4,1,12,0,43,1.0,149,8,9,1752,1484,1007,15,7,4,1,1,0,0
1739,1,0.6,0,15,1,9,0.7,128,5,20,1756,1003,2462,18,0,6,0,1,0,2
1304,1,0.9,1,14,1,57,0.5,153,8,18,1894,1438,3286,11,9,5,1,0,1,3
984,1,2.0,0,10,1,60,0.3,191,7,12,178,1375,2814,6,11,14,1,1,1,1
1271,0,1.1,0,6,0,32,0.8,146,7,9,1746,916,1179,11,8,11,1,1,1,1
1950,1,2.2,1,3,0,23,0.3,123,2,15,378,1055,1142,14,1,8,1,0,1,1
1786,1,1.4,0,0,1,35,0.2,185,7,14,1216,1895,1088,18,16,16,1,1,1,1
1750,1,2.7,0,7,1,52,0.2,133,3,2,1290,1306,2621,17,16,16,1,1,1,3
1194,1,2.5,0,12,0,30,0.8,153,5,7,403,1206,2772,16,17,16,0,1,0,1
1676,0,1.7,0,0,0,3,0.7,96,4,20,15,1694,2205,7,18,4,0,0,0,1
1077,1,2.4,1,19,1,6,0.2,141,3,6,1850,900,1748,12,6,13,0,0,1,2
1529,0,1.2,0,11,0,53,0.2,131,8,0,1747,829,488,13,8,5,1,1,0,0
1459,1,1.7,0,5,1,51,0.7,94,8,17,342,1980,3383,12,18,7,0,0,0,3
874,1,1.0,1,19,0,50,0.6,105,5,19,1179,1704,2727,18,8,20,0,1,0,2
899,0,2.7,1,3,0,9,0.7,165,1,13,296,1134,2645,19,16,9,1,1,1,1
591,1,2.6,0,19,0,12,0.3,101,2,13,1110,1918,644,8,12,16,0,1,0,0
709,1,2.8,1,5,1,26,0.8,95,2,7,622,1056,1334,19,17,6,1,0,0,0
1150,1,2.7,0,7,1,16,0.9,86,8,7,1474,1512,1393,17,0,20,1,1,1,1
1216,0,2.9,1,8,0,26,0.6,83,4,19,1124,552,2494,15,13,7,0,0,1,1
747,0,1.1,1,19,0,37,0.3,132,1,18,976,1545,3202,10,15,5,1,1,0,2
1125,1,2.8,1,5,1,19,0.7,139,5,10,1336,767,3499,16,3,8,1,0,1,2
1406,1,1.9,0,19,0,9,0.4,155,8,6,933,861,2210,13,13,5,0,1,1,1
848,1,1.6,0,6,1,27,0.1,149,5,3,26,1712,1620,18,3,13,1,0,1,0
1007,1,1.9,1,5,1,47,0.4,144,4,0,1168,808,1783,15,17,4,1,1,0,1
1051,0,1.4,1,12,0,40,0.9,200,2,10,1525,1223,3012,19,17,5,1,0,0,2
1257,1,1.2,0,13,0,22,0.5,110,8,11,961,1880,1446,11,0,15,0,1,0,1
1049,0,1.1,0,6,1,21,0.9,166,1,14,343,1931,1812,6,9,2,0,1,1,0
1605,1,0.7,0,2,0,38,0.6,89,8,16,15,1165,3198,12,7,10,0,1,0,3
991,1,1.7,1,7,1,12,0.6,182,2,7,581,625,2288,19,16,15,0,0,1,2
1150,1,2.7,0,10,0,54,0.1,123,2,3,1506,930,2006,14,6,10,1,1,0,1
1069,1,2.1,1,0,1,56,0.7,121,3,17,631,1423,3002,15,13,2,1,1,0,2
774,0,1.8,1,1,0,3,0.2,96,1,16,1875,1005,1336,14,2,5,1,1,1,1
1528,0,1.6,1,18,1,63,0.5,141,1,11,651,1579,482,13,4,20,0,1,0,0
853,0,1.7,0,0,1,3,0.3,128,2,0,838,1987,3206,5,18,16,1,0,1,2
945,1,1.0,1,8,0,30,0.5,197,6,9,1491,1431,1958,11,7,8,1,1,1,1
1689,0,2.6,1,15,1,44,0.6,101,7,13,1203,1436,1474,6,14,18,1,0,0,1
1923,1,1.0,0,6,1,22,0.1,130,2,18,80,1294,612,10,18,2,0,0,1,1
1506,0,2.3,1,9,1,14,0.4,188,6,10,149,779,3723,15,18,2,1,1,1,3
1874,0,2.4,1,1,0,4,1.0,177,3,9,385,1366,2969,17,0,18,0,0,1,3
1781,0,1.9,1,15,0,47,0.2,172,4,7,1709,1896,1281,8,4,14,1,1,0,2
1221,0,2.7,1,12,0,4,0.4,143,3,8,43,1533,2531,14,13,13,0,1,0,2
1655,0,1.2,0,17,1,32,0.4,185,8,0,140,1627,1994,8,17,8,0,1,0,1
992,0,2.7,1,17,1,26,0.4,107,5,2,1526,1794,1479,8,18,17,1,1,1,2
1190,1,2.3,1,7,0,62,0.7,177,5,15,1221,1080,1422,19,13,13,0,1,0,1
1303,1,2.5,0,0,0,60,0.3,150,7,7,1929,1004,541,14,1,10,0,0,0,0
1940,1,2.2,1,6,1,53,0.5,122,6,17,430,1953,3904,7,14,9,0,1,0,3
1772,0,2.6,0,2,1,48,0.7,106,2,8,1293,1189,3721,7,5,8,1,1,0,3
1233,1,3.0,1,10,0,36,0.4,143,2,20,263,1599,3514,5,15,12,0,0,1,3
1478,1,1.6,1,2,0,24,1.0,80,3,3,1157,1453,1435,12,10,14,0,1,1,1
803,1,2.5,0,18,1,12,1.0,166,1,3,208,685,3987,6,3,17,0,0,1,3
1706,0,2.4,0,12,1,62,0.2,108,6,12,1780,971,1286,13,16,9,1,0,1,1
1329,1,1.6,0,5,1,26,0.4,127,4,16,815,988,3341,11,18,6,0,1,1,3
1299,1,2.8,1,18,1,29,0.3,103,1,3,499,767,634,14,9,12,0,1,1,0
1649,0,1.5,0,15,0,10,0.3,136,4,10,1930,1667,1418,8,15,13,0,1,1,1
1449,0,1.9,1,8,0,19,0.5,124,7,4,130,1948,2417,7,1,7,0,1,1,1
608,1,0.8,0,2,0,41,0.6,102,8,15,1568,1948,3878,6,5,3,0,0,0,3
932,0,1.1,1,6,0,28,0.5,187,8,11,1000,791,1250,6,2,8,1,1,0,1
765,0,2.6,1,11,0,38,0.3,171,8,13,1348,1173,1874,6,5,3,0,1,1,1
1602,1,1.5,0,15,0,15,0.4,126,5,5,510,848,3410,8,7,3,1,0,1,3
552,0,1.5,1,5,0,7,1.0,86,8,6,1728,593,2023,17,8,20,1,0,0,1
803,0,1.1,1,14,1,57,0.9,182,8,13,884,1427,2811,14,6,16,1,0,0,2
1396,0,1.7,0,5,0,29,0.2,164,6,7,820,1788,1821,8,10,2,0,1,1,1
1542,1,2.5,0,4,1,24,0.7,147,4,14,894,615,270,18,4,8,1,0,1,0
1254,0,2.7,1,8,0,20,0.5,153,8,3,581,1462,1315,16,6,6,0,0,1,1
1791,1,0.7,0,3,0,43,0.7,80,4,6,625,551,2373,16,15,20,0,0,1,2
1878,0,1.9,0,8,1,37,0.6,137,2,2,274,1763,328,18,10,10,0,0,0,0
698,1,1.7,1,7,1,26,0.9,102,1,1,953,595,1123,16,0,6,1,0,1,0
1928,1,2.0,1,5,1,60,0.2,158,5,5,930,1152,3823,19,6,14,1,0,0,3
1421,1,1.6,0,15,0,58,0.4,192,1,10,745,684,313,9,15,11,0,1,1,0
1454,1,1.5,0,6,0,14,1.0,144,1,3,1932,1117,1181,17,3,5,0,1,1,1
642,0,1.7,0,13,0,42,0.3,153,2,1,221,1143,2574,6,17,7,1,1,1,1
1432,1,2.0,1,14,1,63,0.2,160,5,18,1785,1309,2363,9,5,4,1,1,1,2
1588,1,1.8,0,13,0,32,0.8,192,4,10,1699,1743,1022,18,11,15,1,0,0,1
1371,1,1.7,1,5,0,3,0.8,84,5,15,43,1993,479,7,9,20,0,1,1,0
626,1,2.5,1,16,0,10,0.7,117,5,15,1375,1012,3623,12,11,17,1,1,1,3
1284,1,2.4,1,4,1,44,0.8,112,8,2,410,1884,2317,10,15,9,1,1,0,2
1903,0,1.4,1,5,1,58,0.7,166,2,13,81,1140,2402,6,2,11,1,0,0,2
1585,0,2.5,1,17,1,10,0.2,134,4,18,1688,677,472,8,6,3,0,1,1,0
706,0,2.6,0,6,1,36,0.6,173,5,9,227,1399,1038,13,10,8,1,0,1,0
1939,0,0.9,0,13,1,33,0.8,137,3,18,586,1583,528,14,4,2,0,1,1,0
1938,1,2.0,0,0,1,19,0.9,198,2,19,189,952,3920,15,7,16,1,1,0,3
754,1,1.2,1,12,0,41,0.3,172,1,11,278,1383,3137,6,16,19,0,1,1,2
1701,0,2.3,1,17,1,57,0.2,82,3,2,121,1148,2301,9,4,5,0,1,1,2
1110,0,1.1,0,14,0,17,0.8,199,3,12,1651,717,2804,6,3,14,0,1,0,2
1390,1,2.2,0,11,0,5,0.3,195,2,18,115,1079,875,5,11,13,1,0,1,1
1167,1,1.1,1,16,0,24,0.1,85,3,12,1488,1140,3954,10,1,9,1,0,0,3
1673,1,1.8,1,5,0,21,0.8,127,6,16,308,1012,2192,14,0,15,1,1,1,2
1994,1,2.9,0,7,1,47,0.6,197,7,11,1794,1871,2189,10,16,14,0,1,1,3
1692,1,1.5,1,1,1,35,0.4,181,5,8,1662,1082,3846,5,5,7,0,1,0,3
1897,1,2.7,1,13,1,3,0.1,136,1,19,1234,1438,615,8,2,17,0,1,1,1
1919,0,3.0,1,14,1,23,0.1,145,6,3,1624,516,1843,11,12,14,1,1,1,1
635,1,2.7,0,15,0,48,0.8,83,2,9,585,969,586,10,9,7,0,0,0,0
880,0,0.9,1,14,1,32,0.5,148,1,3,1535,1828,1848,17,8,15,0,1,1,1
1582,0,2.5,1,2,1,37,0.2,160,5,13,434,1837,1256,13,8,14,1,0,0,1
1385,0,0.6,1,13,0,18,0.4,123,4,19,1205,1965,1981,19,2,4,1,0,0,1
575,0,1.5,0,15,1,22,0.2,117,3,20,1802,585,2883,7,16,5,1,0,0,1
642,0,2.7,1,4,1,10,0.2,180,8,4,1418,1792,1304,10,0,8,1,0,0,1
1280,1,2.2,1,9,1,7,0.3,134,1,15,528,901,447,6,9,2,0,0,0,0
1424,1,1.8,0,18,1,4,0.6,111,1,18,1448,508,861,5,5,9,0,1,0,0
751,0,1.5,1,8,1,41,0.3,125,5,17,1732,638,2935,18,12,10,1,1,1,1
756,1,2.5,0,15,1,11,0.4,139,4,10,1743,1625,2422,12,10,16,0,0,1,2
694,0,2.3,1,10,0,38,0.5,111,7,3,1449,1387,3919,14,7,5,1,0,1,3
1347,0,1.7,1,13,1,62,0.5,147,1,9,1436,1359,3602,9,10,12,1,0,1,3
511,1,2.7,1,12,0,45,0.2,184,4,16,1539,1822,859,5,4,14,1,1,0,0
1358,0,1.1,0,13,0,38,0.1,169,2,13,1444,641,3009,18,2,10,0,0,1,2
1213,1,0.9,0,15,1,9,0.1,107,1,8,262,624,594,14,17,19,0,0,0,0
1198,1,2.1,1,18,0,32,0.4,137,4,4,1576,1898,616,15,11,8,1,0,0,0
1518,0,2.9,0,5,1,58,0.7,145,6,13,352,1408,3224,13,12,9,0,1,1,3
1283,0,1.1,1,18,0,26,0.2,162,2,8,1091,1663,1756,11,18,2,0,0,0,2
1591,1,1.1,1,12,0,54,0.8,171,7,9,665,1286,3990,11,17,9,0,1,0,3
1645,1,0.8,1,11,0,46,0.7,138,5,19,417,717,275,16,11,2,0,0,1,0
1880,1,2.7,1,6,0,18,0.1,118,4,0,552,1283,2137,8,15,20,1,1,0,2
1698,0,1.1,0,8,1,10,0.1,159,8,5,165,1945,1408,10,10,6,0,1,1,1
1276,0,1.8,1,13,0,3,0.3,95,3,19,862,676,3944,9,4,17,1,0,0,3
1238,1,3.0,0,7,1,19,0.2,161,2,19,821,689,2761,12,11,4,1,0,0,2
853,1,0.5,1,5,1,22,0.6,188,7,6,791,1019,3145,19,17,7,0,1,0,2
1399,0,1.9,1,16,0,43,0.1,165,1,20,179,1181,1342,18,16,4,1,1,0,0
708,1,1.8,1,8,1,38,0.8,132,7,4,1189,1442,3604,13,9,9,1,1,0,3
1896,1,2.5,0,12,0,32,0.5,179,7,1,332,738,3402,8,17,13,1,0,0,3
1767,0,1.4,1,0,0,47,0.8,144,8,6,1678,1899,3190,19,3,9,1,1,1,3
679,0,1.5,1,1,1,50,0.8,145,4,11,46,725,2042,9,0,13,1,0,1,1
1678,1,0.9,1,16,1,46,0.6,183,5,0,108,799,3706,10,7,17,0,1,0,3
675,1,2.4,1,2,1,58,0.9,103,8,3,588,1950,2760,18,3,2,1,1,1,2
1581,0,2.5,1,15,0,24,1.0,174,2,16,799,1064,501,8,18,10,1,1,0,0
631,0,0.8,1,18,0,53,0.4,162,3,13,1902,1357,3564,11,2,13,0,0,1,3
1232,1,1.5,1,9,1,28,0.2,144,4,12,1030,1151,334,18,10,11,0,0,0,0
1486,0,2.7,1,17,1,13,0.4,89,6,20,743,888,2811,9,14,4,0,0,1,3
1593,1,0.5,1,8,1,11,0.3,172,6,4,1642,1259,1191,14,2,5,1,1,0,1
1127,1,1.2,0,19,0,7,0.6,106,8,18,472,1663,3614,5,0,9,1,1,1,3
1882,1,1.9,0,4,1,62,0.4,188,4,7,1759,517,2987,19,10,14,0,0,1,2
1661,0,1.3,0,8,0,12,0.5,175,2,19,791,1811,3280,11,17,20,0,0,0,3
812,0,1.2,1,7,0,54,0.8,123,2,16,613,776,2875,15,0,9,0,0,0,2
1506,0,1.7,1,15,0,51,0.3,132,7,4,590,1875,2378,12,0,11,1,0,0,2
1595,1,1.0,0,0,0,29,0.6,83,4,4,19,1942,3489,11,17,7,1,0,0,3
1000,0,1.8,0,16,1,59,0.4,140,6,11,1321,1898,1368,11,11,2,1,1,0,0
1607,0,2.3,1,0,0,59,0.8,87,5,10,1132,1475,2233,5,13,9,1,0,1,1
1847,0,1.9,0,6,1,60,0.7,199,7,4,1244,1857,1371,9,5,8,1,0,1,1
1725,0,0.7,0,11,0,33,0.1,157,2,5,1278,1788,681,10,5,4,0,1,0,1
1643,0,2.6,0,2,1,20,0.7,108,2,18,53,1457,3532,10,8,14,1,1,1,3
1451,1,0.9,1,9,0,4,0.3,177,6,15,1721,1837,2116,9,4,6,0,0,0,3
905,1,2.4,0,19,0,54,0.8,82,4,4,1002,1013,457,14,8,6,1,0,1,0
1692,0,1.4,0,16,0,56,0.6,146,7,15,1355,1751,3344,17,18,9,0,0,1,3
1046,0,2.5,1,0,1,35,0.5,93,2,3,70,1887,3779,18,14,20,1,0,1,3
1298,0,1.0,0,11,0,6,0.7,86,3,9,1492,1452,2732,19,16,14,0,0,1,2
971,1,1.0,0,11,1,53,0.9,109,8,0,1328,683,1480,14,9,10,1,0,0,1
969,0,1.7,1,1,1,20,0.8,115,7,13,722,820,3472,11,14,17,0,1,1,2
736,1,0.6,1,13,0,36,0.6,167,1,3,1835,753,3021,14,8,2,0,1,0,2
1941,0,1.1,0,10,1,43,0.8,187,7,4,1275,1299,1322,6,11,8,1,1,0,2
721,0,2.3,0,13,0,11,0.5,173,1,3,1779,1150,1491,17,13,12,0,0,1,1
629,1,2.6,0,5,0,5,0.8,169,1,3,1611,1740,3953,13,15,11,0,1,0,3
1904,1,0.7,1,5,0,6,0.8,148,8,1,403,925,3824,7,17,14,0,1,1,3
1332,1,2.7,1,14,1,62,0.2,124,2,11,1954,748,2787,11,2,15,1,0,0,2
1156,1,2.5,0,14,1,62,0.3,110,3,18,1456,1422,392,9,15,10,1,1,0,0
1606,1,2.7,1,3,0,28,0.3,194,2,6,372,708,1115,10,13,19,1,0,1,0
1074,1,2.2,1,4,0,28,0.2,143,5,16,1555,1857,1578,5,13,19,1,1,0,2
691,0,2.2,0,11,1,27,0.5,148,1,11,841,621,2261,5,0,11,0,1,1,1
1594,0,1.8,0,16,0,24,0.3,81,3,5,1695,1236,3502,10,9,19,1,0,1,3
763,0,2.1,1,4,1,36,0.6,135,3,1,339,1922,3430,9,18,14,1,1,1,3
1329,0,2.8,1,4,1,24,0.2,162,6,16,509,1330,1281,19,17,4,0,1,1,1
1923,0,0.8,1,16,0,40,0.3,139,4,0,681,1711,663,8,4,4,1,1,1,1
1904,0,1.3,0,13,1,25,0.7,154,2,8,884,1134,1287,9,9,3,1,1,1,1
1041,0,0.7,0,18,0,41,0.5,177,4,0,1237,1631,1136,18,16,6,0,1,1,0
1670,1,2.9,0,15,1,61,0.5,82,4,16,434,1560,3620,17,17,7,0,0,0,3
1419,0,1.6,0,19,0,14,0.8,189,3,20,1383,1269,309,5,6,3,1,0,1,0
1219,1,2.2,0,3,1,5,1.0,178,5,6,47,650,3364,6,15,13,1,1,0,3
709,0,2.6,0,5,1,35,0.6,130,3,6,649,1955,2714,6,15,9,0,0,0,2
1064,1,3.0,1,4,0,9,0.2,172,3,11,1292,572,651,11,2,13,0,0,0,0
1477,1,0.9,1,1,0,16,0.2,88,7,10,519,1035,2820,13,0,11,1,1,1,2
1979,0,2.5,1,15,1,51,1.0,117,3,8,846,1461,2427,10,0,7,1,1,0,2
507,0,2.7,1,13,1,28,0.7,93,3,7,1188,1652,270,5,2,13,1,0,0,0
1576,1,0.6,0,1,0,36,0.8,156,2,3,486,1301,1092,8,14,20,1,1,1,0
1769,1,2.4,1,3,0,50,0.7,183,6,5,1891,1101,1558,14,7,8,1,1,0,2
1926,0,1.4,0,3,0,10,0.3,152,6,12,1661,1110,1061,10,13,7,0,0,1,1
1135,1,2.1,1,8,1,32,0.5,166,6,15,1904,1962,2422,6,1,11,1,1,1,3
677,1,1.8,1,9,1,4,0.8,97,2,15,972,1000,2559,14,11,17,0,0,1,2
906,0,1.1,0,5,0,33,0.9,193,4,10,673,1781,891,14,14,12,0,0,0,0
1775,0,0.8,1,18,0,16,0.3,103,3,15,1950,577,719,12,18,17,0,1,0,1
1816,0,0.8,1,4,0,59,0.6,143,7,12,1428,1488,2708,19,6,3,0,1,1,2
1455,1,0.8,0,11,0,18,0.2,162,3,7,1555,1520,2014,17,10,3,0,1,0,1
684,1,2.1,0,8,1,14,1.0,183,4,7,358,1512,1248,5,9,9,0,0,1,0
682,1,1.4,1,7,1,2,0.3,192,4,10,1704,1131,1213,18,6,6,0,1,1,0
1217,1,1.0,0,16,1,10,0.8,152,7,6,1035,1535,402,5,12,2,0,0,0,0
1382,0,2.2,1,19,0,15,0.3,149,6,16,1516,1167,3452,12,10,6,0,0,0,3
548,0,2.2,0,0,0,16,0.7,130,7,3,1617,1389,3406,18,15,7,0,1,0,2
1529,0,1.8,1,9,0,48,0.7,148,4,1,207,1839,2331,19,0,19,0,1,0,1
1316,0,2.8,0,2,0,57,0.4,161,7,10,194,1507,1563,5,4,16,1,0,0,1
518,1,1.5,0,8,1,55,0.8,158,7,1,127,1605,1061,6,11,8,0,1,0,0
643,1,2.6,1,12,0,62,0.9,151,5,4,1260,1952,1406,8,10,20,0,1,1,1
1181,0,0.7,0,8,1,58,0.9,133,6,7,1794,828,3723,9,17,17,1,1,0,3
1583,1,2.3,1,6,0,30,0.4,103,8,0,59,1381,588,9,12,6,1,1,1,0
1738,1,3.0,0,6,1,26,0.8,86,7,4,271,1485,3336,11,0,11,0,0,0,3
1146,0,2.6,0,5,0,42,0.6,130,3,11,952,1542,1395,9,9,19,0,0,1,0
943,1,1.9,1,6,0,22,0.6,127,6,7,767,698,1248,13,16,10,0,1,0,0
1952,1,2.1,0,7,0,40,0.5,153,4,18,201,1639,3286,17,16,9,0,1,0,3
1187,1,1.4,0,13,1,64,0.6,188,2,1,1196,790,3853,13,15,19,1,0,1,3
973,1,2.2,1,1,1,14,0.2,164,3,15,1775,1113,3967,9,9,14,0,0,1,3
1163,0,2.4,1,0,1,50,0.5,177,8,12,415,1570,1258,13,2,10,0,1,0,0
518,1,3.0,1,10,1,60,0.3,149,8,13,5,894,2468,14,4,18,1,1,1,1
952,0,1.7,1,13,0,35,0.4,192,7,14,441,688,1351,18,16,16,1,0,1,0
1273,1,0.7,1,5,0,24,0.2,193,8,1,362,1512,980,19,6,8,0,0,1,0
1877,0,2.0,1,4,0,18,0.3,98,5,16,914,920,1700,9,14,10,1,1,1,2
1607,0,0.8,1,12,0,12,0.8,157,7,6,210,1738,489,18,0,2,0,0,1,0
1671,1,1.1,0,7,0,22,0.6,141,2,13,707,1846,872,17,9,3,1,0,1,0
1317,0,1.3,1,14,0,49,0.1,197,3,6,234,1024,2485,6,18,20,1,0,0,2
665,0,2.3,0,2,1,34,0.8,150,2,8,1326,1606,2827,13,4,3,1,0,1,3
1086,1,1.0,1,2,0,15,0.9,81,8,14,920,835,1268,7,0,17,0,1,1,0
1995,0,0.9,0,11,0,36,0.9,105,5,19,147,1893,2342,12,5,5,1,0,0,2
566,1,0.6,1,7,0,52,0.8,95,8,18,85,868,3117,5,1,12,0,0,0,2
1818,0,2.7,1,14,1,2,1.0,104,4,15,958,1821,3603,9,11,15,1,1,0,3
1526,0,2.2,1,10,1,3,0.6,91,4,11,1160,1679,2383,13,3,20,1,1,1,2
925,1,0.6,1,7,1,62,1.0,174,6,11,341,968,1157,9,4,9,1,1,1,0
1666,0,0.6,0,3,0,49,1.0,139,5,20,634,1735,2923,5,11,19,1,0,1,3
1755,0,1.9,0,3,0,38,0.4,161,3,4,1189,1447,893,10,6,10,0,1,1,1
564,1,1.2,0,15,0,59,0.9,200,3,20,923,1503,776,13,12,18,0,1,1,0
659,1,2.0,1,4,1,39,0.8,158,5,13,227,1067,1598,16,17,3,1,1,0,0
1498,0,1.6,1,10,0,34,0.8,137,1,12,767,850,1486,7,17,7,1,0,1,1
1998,1,2.8,0,16,0,15,0.9,112,2,12,387,1544,802,12,13,13,1,0,0,1
535,1,1.2,0,17,0,53,0.4,171,1,17,1817,578,452,7,18,15,1,1,1,0
1498,1,2.2,0,5,0,50,0.5,141,2,14,1576,1022,3797,7,13,17,1,0,1,3
704,0,0.6,1,2,0,20,0.7,171,2,1,611,712,2791,6,1,8,0,0,0,1
1475,1,2.9,0,15,1,48,0.8,82,1,16,461,501,2941,16,18,13,0,0,1,3
1434,1,3.0,1,13,1,47,0.9,99,1,15,264,511,504,18,10,13,0,1,1,0
635,1,2.3,1,6,0,7,0.9,95,7,19,1445,640,3236,14,0,20,0,0,1,2
1521,0,1.7,0,11,0,12,0.7,162,2,19,1800,1908,1620,10,11,4,0,0,0,2
1845,1,1.0,0,3,1,39,1.0,142,5,19,535,1655,3055,19,4,2,1,1,1,2
1795,1,2.5,1,14,1,41,0.3,118,1,0,1254,1983,2091,12,10,12,0,1,0,2
543,0,2.3,0,14,1,43,1.0,117,8,13,460,625,1164,12,12,2,0,0,1,0
868,1,1.1,1,5,1,25,0.2,153,2,19,1798,1995,1237,14,0,5,1,1,1,1
861,1,1.6,1,9,0,54,0.6,196,6,20,586,1398,782,14,8,11,1,1,1,0
1179,0,1.7,1,6,0,30,0.2,200,6,11,188,1690,3361,12,1,7,0,0,0,2
714,1,2.6,1,0,0,14,0.6,137,7,19,1727,1785,1863,12,2,7,0,1,1,1
1781,0,2.2,1,2,0,9,0.5,161,6,18,1854,892,3175,9,4,8,1,0,0,3
1665,1,2.1,0,19,0,57,0.2,90,5,0,778,1610,3359,15,14,15,0,1,1,3
1712,1,2.1,0,9,0,46,0.7,194,7,18,1779,1470,881,15,7,8,1,0,0,2
797,1,1.2,0,2,1,31,0.8,82,7,13,478,1119,1493,11,0,17,0,0,0,0
521,0,1.4,1,0,1,15,0.3,121,4,12,531,1237,720,15,14,5,0,0,0,0
1865,1,0.6,1,7,1,8,0.7,167,8,3,1052,812,291,7,10,3,1,1,1,0
933,0,2.5,0,19,0,11,0.3,197,8,19,1177,777,3948,11,2,5,0,1,0,3
1484,1,1.6,0,7,0,8,0.2,100,6,6,756,1882,2726,19,10,19,1,1,1,3
1864,1,1.6,1,19,1,35,0.2,159,8,8,1568,1596,1946,16,4,7,1,1,1,2
554,0,1.1,0,9,1,14,0.6,102,1,6,1549,1349,1004,15,12,2,1,1,1,0
508,0,1.0,1,15,1,10,0.8,86,5,20,237,1540,2467,17,18,7,1,0,0,1
508,0,2.0,1,15,1,19,0.6,131,6,10,1942,1107,2287,14,5,15,1,1,0,2
734,1,1.1,0,0,0,46,0.8,149,8,2,312,874,1090,14,14,8,1,1,0,0
577,0,0.7,0,0,1,33,0.6,111,1,0,1032,1912,311,12,0,9,1,0,1,0
1729,0,2.4,0,18,0,11,0.8,197,7,20,829,1983,2011,17,7,3,0,1,1,2
1408,0,1.4,1,18,0,49,1.0,154,1,4,885,822,2160,15,16,14,0,1,0,2
1970,0,1.5,0,2,1,32,0.5,133,3,16,251,1702,3243,12,1,6,0,0,1,3
1702,0,1.6,0,12,0,13,0.2,138,6,0,672,1162,1729,6,17,3,0,1,1,1
1944,0,2.5,1,18,0,45,0.2,136,3,18,59,1561,619,17,1,15,1,1,1,0
857,0,1.3,0,19,0,64,0.6,93,7,13,1908,662,3551,9,9,19,1,1,0,2
