battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,source,edge_case_type
516.0,0.0,1.6,1.0,16.0,0.0,23.0,0.4,99.0,1.0,6.0,1122.0,1868.0,3158.0,9.0,2.0,8.0,1.0,0.0,0.0,2,synthetic_train,
1512.0,0.0,0.5,0.0,7.0,1.0,48.0,0.3,196.0,3.0,11.0,13.0,684.0,2099.0,5.0,2.0,16.0,1.0,1.0,0.0,2,synthetic_train,
813.0,0.0,2.9,0.0,15.0,0.0,62.0,0.4,122.0,2.0,20.0,897.0,1419.0,655.0,7.0,14.0,3.0,1.0,0.0,0.0,0,synthetic_train,
1634.0,0.0,2.5,0.0,9.0,0.0,40.0,0.7,100.0,5.0,4.0,305.0,984.0,2470.0,17.0,5.0,5.0,0.0,0.0,0.0,2,synthetic_train,
1287.0,1.0,2.3,1.0,5.0,0.0,33.0,0.7,163.0,4.0,6.0,1466.0,1039.0,2199.0,11.0,13.0,7.0,1.0,1.0,0.0,2,synthetic_train,
1200.0,1.0,2.7,0.0,4.0,1.0,23.0,0.8,106.0,3.0,2.0,141.0,1399.0,3009.0,14.0,12.0,17.0,0.0,1.0,0.0,2,synthetic_train,
745.0,1.0,2.8,1.0,12.0,1.0,53.0,0.2,173.0,2.0,11.0,1769.0,1975.0,386.0,18.0,3.0,17.0,0.0,0.0,0.0,1,synthetic_train,
1567.0,0.0,1.3,1.0,9.0,0.0,8.0,0.8,88.0,6.0,4.0,453.0,1373.0,545.0,16.0,11.0,15.0,0.0,1.0,0.0,0,synthetic_train,
748.0,1.0,2.0,0.0,7.0,1.0,10.0,0.7,142.0,7.0,17.0,515.0,1928.0,2460.0,10.0,10.0,14.0,0.0,1.0,0.0,2,synthetic_train,
1126.0,0.0,2.0,0.0,14.0,1.0,14.0,0.1,128.0,6.0,6.0,1736.0,1729.0,3457.0,10.0,1.0,2.0,0.0,0.0,0.0,3,synthetic_train,
1754.0,0.0,1.2,0.0,0.0,1.0,18.0,0.4,195.0,7.0,13.0,1767.0,1667.0,3748.0,6.0,14.0,6.0,1.0,0.0,0.0,3,synthetic_train,
1880.0,0.0,1.1,1.0,1.0,0.0,31.0,0.5,143.0,8.0,3.0,188.0,1684.0,2384.0,17.0,16.0,19.0,1.0,0.0,0.0,2,synthetic_train,
1983.0,1.0,0.8,0.0,19.0,1.0,61.0,0.4,191.0,7.0,6.0,213.0,1686.0,1634.0,19.0,17.0,15.0,0.0,0.0,1.0,1,synthetic_train,
1937.0,0.0,2.1,0.0,13.0,0.0,42.0,0.2,110.0,6.0,3.0,1673.0,882.0,2022.0,12.0,1.0,6.0,0.0,0.0,0.0,2,synthetic_train,
1333.0,0.0,2.5,0.0,10.0,0.0,26.0,0.3,137.0,1.0,11.0,1917.0,1964.0,2159.0,12.0,3.0,15.0,1.0,0.0,0.0,2,synthetic_train,
800.0,0.0,2.4,0.0,0.0,0.0,15.0,0.1,178.0,3.0,0.0,958.0,1876.0,2573.0,17.0,15.0,15.0,0.0,0.0,1.0,1,synthetic_train,
1758.0,0.0,1.3,1.0,11.0,1.0,42.0,0.2,99.0,4.0,1.0,323.0,1400.0,1107.0,10.0,5.0,16.0,1.0,1.0,0.0,0,synthetic_train,
1702.0,0.0,1.0,1.0,8.0,1.0,17.0,0.3,192.0,6.0,10.0,299.0,1566.0,1711.0,11.0,11.0,20.0,1.0,1.0,1.0,2,synthetic_train,
1985.0,0.0,1.6,0.0,11.0,1.0,63.0,0.8,173.0,7.0,11.0,522.0,1819.0,2280.0,18.0,6.0,12.0,1.0,1.0,0.0,2,synthetic_train,
1476.0,0.0,1.9,0.0,0.0,1.0,32.0,0.6,161.0,6.0,6.0,1344.0,728.0,3440.0,10.0,4.0,3.0,0.0,1.0,0.0,3,synthetic_train,
712.0,0.0,2.8,0.0,11.0,0.0,36.0,0.5,109.0,3.0,9.0,189.0,597.0,3260.0,18.0,11.0,17.0,0.0,0.0,0.0,2,synthetic_train,
1254.0,0.0,2.7,1.0,11.0,0.0,58.0,0.7,178.0,7.0,8.0,1257.0,1992.0,3077.0,7.0,3.0,2.0,1.0,1.0,1.0,3,synthetic_train,
1172.0,0.0,2.8,0.0,5.0,1.0,21.0,0.6,181.0,6.0,15.0,1576.0,1330.0,1061.0,12.0,2.0,14.0,1.0,0.0,0.0,1,synthetic_train,
1764.0,1.0,2.6,1.0,1.0,1.0,31.0,0.2,115.0,7.0,9.0,281.0,1582.0,1777.0,12.0,10.0,17.0,0.0,0.0,0.0,1,synthetic_train,
1088.0,0.0,2.9,1.0,19.0,0.0,35.0,0.3,151.0,5.0,17.0,1930.0,1253.0,2327.0,9.0,3.0,4.0,1.0,1.0,1.0,2,synthetic_train,
992.0,1.0,1.7,0.0,14.0,0.0,19.0,0.3,87.0,6.0,4.0,1936.0,1275.0,3878.0,19.0,3.0,17.0,1.0,0.0,1.0,3,synthetic_train,
620.0,1.0,0.6,0.0,12.0,1.0,5.0,0.6,127.0,3.0,4.0,582.0,556.0,1583.0,12.0,14.0,17.0,1.0,0.0,1.0,1,synthetic_train,
1753.0,0.0,0.7,0.0,15.0,0.0,19.0,0.5,98.0,4.0,8.0,219.0,933.0,3693.0,18.0,10.0,14.0,1.0,1.0,0.0,3,synthetic_train,
1632.0,0.0,1.5,1.0,13.0,1.0,9.0,0.4,147.0,3.0,1.0,638.0,630.0,3055.0,8.0,10.0,8.0,1.0,1.0,0.0,2,synthetic_train,
561.0,0.0,1.1,0.0,2.0,1.0,44.0,0.6,146.0,3.0,14.0,506.0,1148.0,2628.0,10.0,2.0,5.0,0.0,1.0,1.0,1,synthetic_train,
1150.0,0.0,0.9,0.0,9.0,0.0,2.0,1.0,144.0,6.0,8.0,547.0,532.0,2883.0,12.0,3.0,15.0,0.0,1.0,1.0,2,synthetic_train,
1219.0,0.0,2.9,0.0,17.0,0.0,21.0,0.4,161.0,4.0,7.0,1813.0,1703.0,3224.0,13.0,7.0,4.0,1.0,1.0,1.0,3,synthetic_train,
1203.0,0.0,1.0,0.0,5.0,1.0,57.0,0.6,191.0,2.0,11.0,303.0,940.0,2871.0,8.0,7.0,14.0,1.0,0.0,0.0,2,synthetic_train,
1878.0,0.0,2.9,0.0,19.0,0.0,37.0,0.5,103.0,1.0,1.0,621.0,1610.0,2773.0,9.0,8.0,5.0,0.0,0.0,1.0,3,synthetic_train,
726.0,0.0,2.4,1.0,1.0,0.0,44.0,0.7,105.0,7.0,7.0,1544.0,580.0,1670.0,14.0,2.0,8.0,0.0,1.0,1.0,1,synthetic_train,
959.0,1.0,2.1,0.0,6.0,0.0,44.0,0.8,106.0,4.0,20.0,112.0,549.0,1857.0,9.0,17.0,11.0,0.0,1.0,0.0,0,synthetic_train,
771.0,0.0,2.2,0.0,7.0,1.0,20.0,0.8,192.0,5.0,13.0,119.0,1134.0,2499.0,16.0,6.0,5.0,1.0,1.0,1.0,1,synthetic_train,
866.0,1.0,1.3,0.0,12.0,1.0,41.0,0.3,91.0,8.0,12.0,591.0,1681.0,3413.0,12.0,15.0,17.0,1.0,0.0,0.0,2,synthetic_train,
1860.0,0.0,2.1,1.0,3.0,0.0,15.0,0.5,83.0,1.0,10.0,1897.0,1718.0,2693.0,19.0,7.0,15.0,0.0,1.0,0.0,3,synthetic_train,
1911.0,1.0,1.0,0.0,4.0,1.0,42.0,0.8,99.0,8.0,9.0,1646.0,1316.0,3953.0,8.0,8.0,2.0,0.0,1.0,1.0,3,synthetic_train,
566.0,0.0,2.8,0.0,13.0,0.0,45.0,0.4,173.0,6.0,19.0,1818.0,1420.0,2804.0,17.0,2.0,18.0,0.0,0.0,0.0,1,synthetic_train,
1448.0,1.0,1.3,0.0,5.0,0.0,57.0,1.0,150.0,6.0,19.0,1694.0,1532.0,1781.0,12.0,12.0,15.0,0.0,0.0,0.0,2,synthetic_train,
849.0,1.0,1.1,1.0,17.0,0.0,59.0,0.4,191.0,4.0,8.0,232.0,1510.0,2409.0,6.0,1.0,17.0,0.0,1.0,1.0,1,synthetic_train,
788.0,0.0,2.3,1.0,17.0,0.0,3.0,0.5,104.0,6.0,19.0,786.0,1611.0,2589.0,15.0,14.0,13.0,0.0,0.0,0.0,2,synthetic_train,
938.0,1.0,2.1,1.0,6.0,1.0,20.0,0.5,127.0,2.0,1.0,1038.0,547.0,3500.0,8.0,16.0,13.0,0.0,0.0,0.0,2,synthetic_train,
791.0,0.0,1.6,1.0,11.0,1.0,36.0,0.5,147.0,3.0,6.0,326.0,1142.0,1213.0,7.0,6.0,9.0,1.0,1.0,0.0,0,synthetic_train,
1235.0,0.0,2.1,1.0,6.0,0.0,22.0,0.9,88.0,8.0,6.0,1946.0,1758.0,1187.0,12.0,16.0,6.0,1.0,1.0,0.0,2,synthetic_train,
1993.0,1.0,0.9,0.0,6.0,1.0,40.0,0.2,191.0,3.0,14.0,1182.0,1159.0,1011.0,16.0,13.0,6.0,0.0,1.0,1.0,1,synthetic_train,
1379.0,1.0,2.2,0.0,13.0,1.0,55.0,0.6,177.0,6.0,12.0,1671.0,719.0,464.0,8.0,0.0,8.0,1.0,1.0,1.0,0,synthetic_train,
1584.0,0.0,1.2,0.0,5.0,1.0,18.0,0.7,97.0,8.0,9.0,507.0,1497.0,2782.0,14.0,3.0,7.0,1.0,1.0,1.0,2,synthetic_train,
1239.0,1.0,1.2,1.0,2.0,0.0,58.0,0.9,181.0,5.0,5.0,1402.0,953.0,3858.0,5.0,12.0,16.0,0.0,0.0,1.0,3,synthetic_train,
520.0,1.0,0.9,1.0,5.0,0.0,57.0,0.6,134.0,3.0,10.0,207.0,1266.0,2553.0,7.0,13.0,11.0,0.0,0.0,1.0,2,synthetic_train,
626.0,1.0,1.3,1.0,18.0,0.0,59.0,1.0,120.0,7.0,5.0,44.0,1274.0,483.0,16.0,1.0,9.0,0.0,1.0,0.0,0,synthetic_train,
903.0,0.0,1.3,1.0,5.0,0.0,6.0,0.9,194.0,7.0,10.0,1256.0,1543.0,1620.0,5.0,13.0,15.0,1.0,0.0,1.0,0,synthetic_train,
865.0,1.0,1.6,0.0,7.0,0.0,20.0,0.4,142.0,5.0,7.0,134.0,1894.0,3635.0,10.0,15.0,15.0,1.0,1.0,1.0,3,synthetic_train,
1760.0,0.0,1.0,0.0,12.0,0.0,9.0,0.9,107.0,1.0,18.0,541.0,1539.0,449.0,12.0,1.0,19.0,1.0,1.0,1.0,0,synthetic_train,
1765.0,1.0,1.0,0.0,2.0,0.0,9.0,1.0,177.0,4.0,15.0,1557.0,1996.0,2547.0,5.0,16.0,7.0,0.0,1.0,0.0,3,synthetic_train,
1781.0,1.0,1.9,1.0,5.0,1.0,5.0,0.3,166.0,4.0,3.0,975.0,528.0,1905.0,19.0,10.0,6.0,0.0,0.0,1.0,1,synthetic_train,
1456.0,1.0,0.8,1.0,3.0,1.0,29.0,0.6,103.0,2.0,19.0,738.0,1673.0,3694.0,12.0,11.0,2.0,0.0,1.0,0.0,3,synthetic_train,
1334.0,1.0,2.2,0.0,18.0,1.0,7.0,0.4,161.0,4.0,13.0,569.0,1125.0,2176.0,10.0,0.0,5.0,0.0,1.0,0.0,1,synthetic_train,
1473.0,1.0,2.9,0.0,18.0,0.0,20.0,0.7,156.0,2.0,7.0,1310.0,1593.0,2370.0,19.0,11.0,13.0,0.0,1.0,1.0,2,synthetic_train,
1110.0,0.0,1.6,1.0,15.0,1.0,63.0,0.2,113.0,6.0,11.0,1871.0,627.0,2959.0,13.0,8.0,17.0,0.0,1.0,1.0,3,synthetic_train,
1505.0,0.0,2.8,1.0,4.0,1.0,57.0,0.8,132.0,4.0,4.0,1449.0,1290.0,3329.0,15.0,7.0,13.0,1.0,0.0,1.0,3,synthetic_train,
1691.0,1.0,0.7,1.0,12.0,1.0,61.0,0.5,181.0,6.0,0.0,703.0,544.0,2185.0,6.0,14.0,20.0,0.0,1.0,0.0,2,synthetic_train,
1644.0,0.0,0.6,1.0,13.0,1.0,4.0,0.6,101.0,4.0,8.0,827.0,1497.0,2955.0,7.0,4.0,13.0,1.0,1.0,1.0,3,synthetic_train,
1420.0,1.0,2.3,0.0,17.0,1.0,43.0,0.1,167.0,6.0,16.0,202.0,824.0,3270.0,5.0,1.0,18.0,0.0,0.0,1.0,3,synthetic_train,
587.0,0.0,2.4,0.0,3.0,1.0,41.0,0.7,180.0,6.0,7.0,281.0,716.0,2221.0,12.0,9.0,7.0,0.0,1.0,1.0,1,synthetic_train,
1587.0,1.0,2.6,1.0,14.0,1.0,10.0,0.5,193.0,2.0,8.0,525.0,618.0,2936.0,17.0,14.0,8.0,0.0,1.0,0.0,3,synthetic_train,
1049.0,0.0,0.6,1.0,3.0,1.0,59.0,0.7,119.0,4.0,20.0,758.0,903.0,1615.0,18.0,2.0,17.0,1.0,1.0,1.0,0,synthetic_train,
1615.0,0.0,2.4,1.0,11.0,1.0,27.0,0.4,112.0,6.0,20.0,1941.0,1938.0,1584.0,13.0,18.0,14.0,1.0,0.0,0.0,2,synthetic_train,
1309.0,0.0,1.4,1.0,17.0,1.0,63.0,0.2,193.0,5.0,9.0,1708.0,1975.0,266.0,5.0,12.0,11.0,1.0,1.0,1.0,0,synthetic_train,
1821.0,0.0,1.3,1.0,1.0,0.0,9.0,0.5,135.0,2.0,0.0,221.0,620.0,2761.0,14.0,17.0,20.0,1.0,0.0,1.0,3,synthetic_train,
1007.0,0.0,0.9,0.0,2.0,1.0,42.0,0.9,148.0,7.0,14.0,649.0,1968.0,1195.0,14.0,8.0,16.0,1.0,0.0,1.0,0,synthetic_train,
1897.0,0.0,3.0,0.0,16.0,0.0,10.0,0.3,142.0,2.0,15.0,110.0,1380.0,3302.0,13.0,2.0,7.0,1.0,1.0,0.0,3,synthetic_train,
1766.0,1.0,0.7,1.0,0.0,1.0,61.0,0.7,142.0,8.0,19.0,122.0,984.0,3818.0,15.0,3.0,13.0,1.0,0.0,0.0,3,synthetic_train,
996.0,1.0,2.6,1.0,13.0,1.0,40.0,0.1,155.0,6.0,19.0,734.0,1912.0,3534.0,13.0,9.0,9.0,1.0,0.0,0.0,3,synthetic_train,
1223.0,1.0,2.1,0.0,10.0,1.0,6.0,0.7,131.0,3.0,13.0,1880.0,861.0,1287.0,15.0,11.0,9.0,1.0,0.0,1.0,0,synthetic_train,
1297.0,1.0,2.3,1.0,6.0,0.0,15.0,0.3,127.0,2.0,2.0,363.0,772.0,2695.0,12.0,13.0,17.0,0.0,1.0,1.0,2,synthetic_train,
1652.0,1.0,2.3,0.0,17.0,1.0,24.0,0.5,128.0,8.0,5.0,1334.0,844.0,3070.0,7.0,15.0,14.0,1.0,1.0,0.0,3,synthetic_train,
1533.0,1.0,2.6,0.0,16.0,0.0,2.0,0.4,159.0,5.0,15.0,769.0,718.0,2150.0,6.0,14.0,2.0,1.0,1.0,1.0,2,synthetic_train,
1778.0,0.0,1.0,1.0,6.0,0.0,2.0,0.2,178.0,7.0,12.0,1060.0,1226.0,2159.0,18.0,11.0,12.0,1.0,0.0,1.0,2,synthetic_train,
1054.0,1.0,0.5,1.0,0.0,0.0,60.0,0.4,147.0,7.0,9.0,1704.0,710.0,1895.0,11.0,0.0,14.0,0.0,0.0,1.0,1,synthetic_train,
1257.0,0.0,2.0,0.0,2.0,1.0,63.0,0.4,161.0,1.0,8.0,1625.0,835.0,1410.0,9.0,10.0,11.0,0.0,0.0,0.0,1,synthetic_train,
1146.0,0.0,1.4,0.0,2.0,0.0,35.0,0.6,129.0,6.0,14.0,1624.0,1056.0,2401.0,9.0,15.0,7.0,0.0,1.0,0.0,2,synthetic_train,
1864.0,1.0,0.8,1.0,19.0,0.0,58.0,1.0,173.0,3.0,8.0,806.0,1472.0,3965.0,5.0,16.0,14.0,1.0,0.0,0.0,3,synthetic_train,
957.0,0.0,1.0,1.0,11.0,1.0,43.0,0.5,127.0,8.0,3.0,95.0,1786.0,1075.0,19.0,15.0,20.0,0.0,0.0,0.0,0,synthetic_train,
1380.0,1.0,1.3,0.0,13.0,1.0,3.0,0.9,130.0,2.0,20.0,1931.0,612.0,431.0,6.0,0.0,3.0,1.0,1.0,1.0,0,synthetic_train,
680.0,1.0,0.7,1.0,4.0,0.0,47.0,0.5,86.0,1.0,7.0,1949.0,1445.0,466.0,8.0,8.0,13.0,0.0,1.0,0.0,0,synthetic_train,
1775.0,1.0,0.6,0.0,17.0,1.0,3.0,0.2,111.0,6.0,5.0,1681.0,655.0,2434.0,11.0,11.0,19.0,0.0,0.0,1.0,2,synthetic_train,
1076.0,1.0,2.8,1.0,14.0,0.0,53.0,0.3,169.0,5.0,1.0,935.0,1985.0,1266.0,10.0,4.0,9.0,1.0,1.0,0.0,0,synthetic_train,
1010.0,1.0,1.3,0.0,15.0,1.0,25.0,0.5,90.0,5.0,9.0,550.0,915.0,1983.0,5.0,7.0,8.0,0.0,0.0,0.0,1,synthetic_train,
1374.0,0.0,3.0,1.0,9.0,0.0,10.0,0.4,107.0,3.0,20.0,342.0,1784.0,3814.0,9.0,1.0,6.0,0.0,0.0,1.0,3,synthetic_train,
1248.0,1.0,2.9,1.0,13.0,1.0,18.0,0.9,173.0,4.0,3.0,727.0,1665.0,542.0,16.0,3.0,6.0,0.0,0.0,0.0,0,synthetic_train,
1771.0,0.0,0.9,1.0,10.0,1.0,45.0,0.7,185.0,8.0,5.0,655.0,986.0,909.0,8.0,0.0,9.0,0.0,1.0,0.0,0,synthetic_train,
1297.0,0.0,2.3,1.0,7.0,1.0,55.0,0.6,130.0,7.0,3.0,540.0,984.0,1057.0,17.0,18.0,16.0,0.0,0.0,1.0,0,synthetic_train,
1275.0,0.0,2.0,1.0,11.0,1.0,37.0,0.5,129.0,8.0,1.0,1863.0,975.0,1966.0,10.0,16.0,5.0,1.0,0.0,0.0,1,synthetic_train,
657.0,0.0,2.2,1.0,6.0,1.0,12.0,0.5,141.0,3.0,12.0,1292.0,1205.0,2854.0,5.0,7.0,6.0,0.0,0.0,1.0,2,synthetic_train,
532.0,1.0,0.7,1.0,19.0,0.0,58.0,0.7,173.0,7.0,6.0,437.0,1162.0,942.0,6.0,0.0,20.0,1.0,1.0,0.0,0,synthetic_train,
1097.0,0.0,1.0,1.0,14.0,0.0,51.0,0.2,136.0,4.0,15.0,1253.0,1484.0,661.0,17.0,6.0,20.0,0.0,0.0,0.0,0,synthetic_train,
1997.0,1.0,0.7,1.0,14.0,0.0,27.0,0.2,100.0,8.0,8.0,1382.0,1196.0,577.0,11.0,8.0,6.0,0.0,1.0,0.0,0,synthetic_train,
1876.0,1.0,2.0,1.0,14.0,0.0,36.0,0.4,132.0,7.0,13.0,1024.0,1682.0,3254.0,19.0,3.0,9.0,0.0,1.0,0.0,3,synthetic_train,
1443.0,1.0,3.0,1.0,8.0,1.0,62.0,0.3,110.0,2.0,1.0,1856.0,1199.0,366.0,16.0,12.0,9.0,0.0,1.0,0.0,0,synthetic_train,
1446.0,1.0,2.2,1.0,19.0,0.0,25.0,0.7,162.0,8.0,6.0,1894.0,960.0,2595.0,5.0,18.0,7.0,1.0,0.0,0.0,2,synthetic_train,
1087.0,0.0,2.3,0.0,4.0,1.0,3.0,0.1,97.0,5.0,8.0,847.0,989.0,2420.0,9.0,16.0,4.0,1.0,0.0,0.0,2,synthetic_train,
766.0,0.0,3.0,1.0,11.0,0.0,11.0,0.2,153.0,7.0,1.0,926.0,1595.0,633.0,15.0,16.0,3.0,0.0,0.0,0.0,0,synthetic_train,
512.0,1.0,2.2,0.0,1.0,0.0,39.0,0.9,95.0,5.0,8.0,425.0,710.0,2324.0,5.0,15.0,13.0,0.0,1.0,1.0,1,synthetic_train,
1008.0,1.0,0.6,1.0,5.0,1.0,64.0,1.0,197.0,2.0,9.0,1536.0,928.0,1329.0,19.0,1.0,2.0,0.0,1.0,0.0,1,synthetic_train,
974.0,1.0,2.7,0.0,11.0,1.0,48.0,0.5,157.0,8.0,8.0,1825.0,967.0,2183.0,7.0,10.0,13.0,1.0,1.0,0.0,1,synthetic_train,
787.0,0.0,1.4,1.0,9.0,1.0,40.0,0.5,96.0,1.0,10.0,1290.0,1466.0,769.0,16.0,10.0,3.0,0.0,0.0,1.0,0,synthetic_train,
888.0,0.0,0.5,0.0,18.0,0.0,22.0,0.8,196.0,7.0,16.0,394.0,693.0,2755.0,17.0,1.0,4.0,1.0,1.0,1.0,2,synthetic_train,
537.0,0.0,1.8,1.0,12.0,1.0,29.0,0.1,149.0,2.0,16.0,1016.0,1175.0,3241.0,12.0,2.0,2.0,0.0,0.0,1.0,2,synthetic_train,
1411.0,0.0,2.8,1.0,8.0,1.0,4.0,0.5,153.0,7.0,0.0,1558.0,1511.0,267.0,17.0,10.0,9.0,0.0,0.0,0.0,0,synthetic_train,
1891.0,0.0,1.1,0.0,8.0,0.0,25.0,0.2,87.0,4.0,13.0,82.0,1889.0,2250.0,18.0,13.0,8.0,0.0,0.0,0.0,1,synthetic_train,
1536.0,1.0,1.7,1.0,12.0,1.0,41.0,0.5,102.0,2.0,18.0,1157.0,1156.0,2679.0,16.0,3.0,8.0,0.0,0.0,1.0,2,synthetic_train,
1172.0,0.0,0.9,0.0,15.0,1.0,59.0,1.0,177.0,2.0,18.0,1289.0,1972.0,266.0,15.0,9.0,7.0,1.0,0.0,0.0,0,synthetic_train,
1130.0,1.0,0.6,1.0,5.0,0.0,60.0,0.8,136.0,3.0,6.0,1052.0,1410.0,2966.0,10.0,1.0,19.0,1.0,0.0,1.0,3,synthetic_train,
961.0,1.0,0.7,1.0,11.0,0.0,53.0,1.0,154.0,8.0,16.0,1260.0,1660.0,2288.0,9.0,2.0,10.0,0.0,1.0,0.0,1,synthetic_train,
713.0,1.0,2.3,0.0,11.0,0.0,3.0,0.8,199.0,7.0,16.0,1756.0,864.0,1402.0,18.0,11.0,17.0,1.0,0.0,1.0,0,synthetic_train,
1397.0,0.0,2.7,0.0,0.0,1.0,53.0,0.6,131.0,6.0,7.0,244.0,1872.0,2063.0,8.0,10.0,6.0,0.0,1.0,1.0,2,synthetic_train,
1349.0,0.0,0.9,0.0,18.0,1.0,15.0,0.8,126.0,6.0,18.0,1119.0,888.0,2809.0,11.0,14.0,11.0,1.0,1.0,0.0,2,synthetic_train,
510.0,1.0,1.2,0.0,11.0,1.0,40.0,0.7,177.0,4.0,13.0,1560.0,704.0,2663.0,12.0,17.0,3.0,1.0,0.0,0.0,2,synthetic_train,
1123.0,0.0,1.0,0.0,4.0,1.0,61.0,0.5,87.0,8.0,15.0,1611.0,618.0,3163.0,10.0,3.0,6.0,1.0,1.0,0.0,2,synthetic_train,
917.0,1.0,0.6,1.0,12.0,0.0,57.0,0.4,135.0,3.0,15.0,915.0,1481.0,386.0,10.0,6.0,3.0,1.0,1.0,0.0,0,synthetic_train,
755.0,1.0,1.9,1.0,13.0,1.0,43.0,0.6,183.0,8.0,16.0,1955.0,1441.0,3203.0,13.0,16.0,2.0,0.0,0.0,0.0,2,synthetic_train,
1554.0,0.0,2.2,0.0,18.0,0.0,20.0,0.3,107.0,4.0,20.0,635.0,797.0,388.0,9.0,0.0,5.0,0.0,1.0,1.0,0,synthetic_train,
1288.0,1.0,2.1,0.0,0.0,1.0,34.0,0.5,116.0,3.0,18.0,864.0,1817.0,2689.0,19.0,15.0,5.0,1.0,1.0,1.0,2,synthetic_train,
1450.0,0.0,1.5,0.0,8.0,0.0,46.0,0.2,137.0,4.0,8.0,1615.0,915.0,1563.0,7.0,17.0,8.0,0.0,0.0,0.0,1,synthetic_train,
1570.0,0.0,1.9,1.0,3.0,0.0,34.0,0.6,88.0,6.0,11.0,861.0,1414.0,494.0,10.0,1.0,16.0,1.0,1.0,1.0,0,synthetic_train,
1972.0,1.0,0.7,0.0,11.0,0.0,27.0,0.3,88.0,6.0,13.0,673.0,1283.0,2833.0,17.0,2.0,4.0,1.0,1.0,1.0,2,synthetic_train,
1704.0,1.0,0.9,0.0,10.0,0.0,27.0,0.4,110.0,7.0,17.0,1089.0,1387.0,2324.0,12.0,13.0,13.0,0.0,1.0,0.0,3,synthetic_train,
1430.0,0.0,2.8,0.0,9.0,0.0,39.0,0.5,188.0,1.0,8.0,1219.0,1612.0,2750.0,15.0,9.0,8.0,0.0,1.0,1.0,2,synthetic_train,
1818.0,1.0,2.4,0.0,19.0,1.0,4.0,0.2,106.0,2.0,6.0,1902.0,1890.0,1663.0,14.0,18.0,9.0,1.0,0.0,1.0,2,synthetic_train,
1216.0,1.0,2.8,1.0,10.0,0.0,64.0,1.0,168.0,7.0,15.0,1211.0,1581.0,1297.0,9.0,10.0,19.0,0.0,1.0,0.0,1,synthetic_train,
1977.0,1.0,2.8,0.0,8.0,1.0,8.0,0.5,131.0,8.0,20.0,363.0,1859.0,2594.0,16.0,12.0,10.0,1.0,0.0,1.0,2,synthetic_train,
1642.0,0.0,2.1,1.0,1.0,0.0,64.0,0.4,171.0,2.0,19.0,103.0,1803.0,1064.0,8.0,4.0,6.0,1.0,1.0,0.0,0,synthetic_train,
1476.0,0.0,2.8,1.0,5.0,1.0,4.0,0.1,119.0,8.0,3.0,1896.0,1038.0,3295.0,16.0,6.0,6.0,0.0,1.0,0.0,3,synthetic_train,
1854.0,1.0,1.5,1.0,17.0,0.0,34.0,0.9,185.0,3.0,19.0,829.0,1338.0,2812.0,6.0,3.0,5.0,1.0,0.0,1.0,3,synthetic_train,
1272.0,1.0,0.5,0.0,9.0,0.0,28.0,0.7,124.0,8.0,16.0,395.0,796.0,3998.0,15.0,2.0,17.0,0.0,1.0,0.0,3,synthetic_train,
1581.0,1.0,0.7,1.0,18.0,0.0,38.0,0.5,175.0,8.0,3.0,436.0,1888.0,357.0,6.0,2.0,14.0,1.0,1.0,0.0,0,synthetic_train,
927.0,0.0,0.8,0.0,10.0,1.0,29.0,0.3,180.0,6.0,0.0,208.0,1949.0,2447.0,18.0,16.0,7.0,1.0,1.0,1.0,2,synthetic_train,
1944.0,0.0,0.7,1.0,10.0,1.0,58.0,0.8,132.0,2.0,4.0,391.0,1830.0,2340.0,14.0,1.0,11.0,0.0,0.0,0.0,3,synthetic_train,
1435.0,1.0,1.4,1.0,8.0,0.0,3.0,1.0,160.0,7.0,19.0,1530.0,1613.0,3465.0,5.0,9.0,11.0,1.0,0.0,0.0,3,synthetic_train,
1673.0,0.0,2.3,0.0,11.0,0.0,64.0,0.4,94.0,1.0,15.0,1284.0,1772.0,1843.0,6.0,9.0,2.0,1.0,1.0,1.0,2,synthetic_train,
1191.0,0.0,2.5,1.0,1.0,1.0,45.0,0.2,140.0,3.0,12.0,1176.0,1690.0,3761.0,7.0,1.0,19.0,1.0,1.0,0.0,3,synthetic_train,
1800.0,1.0,2.0,1.0,1.0,1.0,51.0,0.2,125.0,6.0,13.0,22.0,844.0,1150.0,19.0,15.0,16.0,1.0,0.0,1.0,0,synthetic_train,
611.0,1.0,0.9,1.0,9.0,0.0,10.0,0.1,195.0,1.0,8.0,1318.0,895.0,3453.0,13.0,9.0,12.0,0.0,1.0,1.0,2,synthetic_train,
671.0,0.0,2.4,0.0,11.0,0.0,6.0,0.8,193.0,4.0,19.0,1900.0,1296.0,2203.0,9.0,2.0,15.0,1.0,0.0,1.0,2,synthetic_train,
1260.0,0.0,1.4,1.0,11.0,1.0,27.0,1.0,174.0,7.0,3.0,1810.0,1130.0,3789.0,9.0,2.0,4.0,1.0,1.0,0.0,3,synthetic_train,
1598.0,0.0,0.5,0.0,8.0,0.0,22.0,1.0,194.0,1.0,6.0,775.0,1603.0,1068.0,5.0,13.0,20.0,0.0,0.0,0.0,1,synthetic_train,
